,Name,Country,GamesPlayed,Goals,Assists,Points,PlusMinus,ShotsOnGoal,GameWinningGoals,ShootingPercentage,AvgPlusMinus,in_HOF
309,"Conacher, Brian",Canada,86,14,15,29,4,109,1,0.12844036697247700,0.046511627906976700,0
310,"Conacher, Pat",Canada,521,63,76,139,-38,495,6,0.12727272727272700,-0.07293666026871400,0
313,"Connelly, Wayne",Canada,371,108,136,244,-87,1167,19,0.09254498714652960,-0.23450134770889500,0
314,"Connor, Cam",Canada,89,9,22,31,13,82,0,0.10975609756097600,0.14606741573033700,0
316,"Conroy, Al",Canada,114,9,14,23,-12,89,1,0.10112359550561800,-0.10526315789473700,0
318,"Cooke, Matt",Canada,887,145,194,339,55,1220,21,0.11885245901639300,0.06200676437429540,0
319,"Corbet, Rene",Canada,362,58,74,132,23,619,9,0.09369951534733440,0.06353591160221000,0
321,"Corrigan, Mike",Canada,594,152,195,347,-94,1086,17,0.13996316758747700,-0.15824915824915800,0
322,"Corriveau, Yvon",Canada,280,48,40,88,-9,358,3,0.1340782122905030,-0.03214285714285710,0
323,"Corson, Shayne",Canada,1156,273,420,693,44,2253,35,0.12117177097203700,0.03806228373702420,0
324,"Cote, Alain",Canada,696,103,190,293,17,920,8,0.11195652173913000,0.02442528735632180,0
325,"Cote, Patrick",Canada,105,1,2,3,-19,33,0,0.030303030303030300,-0.18095238095238100,0
326,"Cote, Riley",Canada,156,1,6,7,-5,51,0,0.0196078431372549,-0.03205128205128210,0
327,"Cournoyer, Yvan",Canada,774,374,399,773,272,2095,61,0.1785202863961810,0.35142118863049100,1
328,"Courtnall, Geoff",Canada,1048,367,432,799,121,3090,55,0.11877022653721700,0.11545801526717600,0
329,"Courtnall, Russ",Canada,1029,297,447,744,-1,2800,40,0.10607142857142900,-0.0009718172983479110,0
330,"Couture, Logan",Canada,184,68,62,130,24,540,14,0.1259259259259260,0.13043478260869600,0
331,"Cowan, Jeff",Canada,413,47,34,81,-44,441,4,0.10657596371882100,-0.10653753026634400,0
334,"Craigwell, Dale",Canada,98,11,18,29,-20,80,2,0.1375,-0.20408163265306100,0
335,"Craig, Mike",Canada,423,71,97,168,-98,776,10,0.09149484536082470,-0.23167848699763600,0
336,"Craig, Ryan",Canada,190,32,31,63,-26,295,2,0.10847457627118600,-0.1368421052631580,0
337,"Craven, Murray",Canada,1071,266,493,759,128,1904,41,0.13970588235294100,0.11951447245564900,0
338,"Crawford, Bob",Canada,246,71,71,142,-34,493,5,0.1440162271805270,-0.13821138211382100,0
339,"Crawford, Marc",Canada,176,19,31,50,-22,203,1,0.09359605911330050,-0.125,0
340,"Creighton, Adam",Canada,708,187,216,403,-19,1229,26,0.15215622457282300,-0.026836158192090400,0
341,"Cressman, Dave",Canada,85,6,8,14,-2,85,1,0.07058823529411770,-0.023529411764705900,0
342,"Crisp, Terry",Canada,533,67,134,201,38,656,10,0.10213414634146300,0.07129455909943720,0
344,"Crombeen, Mike",Canada,475,55,68,123,-80,552,6,0.09963768115942030,-0.16842105263157900,0
345,"Crosby, Sidney",Canada,434,223,386,609,80,1473,28,0.1513917175831640,0.18433179723502300,0
346,"Croteau, Gary",Canada,684,144,175,319,-227,1175,9,0.1225531914893620,-0.33187134502924000,0
347,"Crowder, Bruce",Canada,243,47,51,98,15,332,1,0.14156626506024100,0.06172839506172840,0
348,"Crowder, Keith",Canada,662,223,271,494,130,1228,27,0.18159609120521200,0.19637462235649500,0
349,"Crowder, Troy",Canada,150,9,7,16,-19,78,0,0.11538461538461500,-0.12666666666666700,0
350,"Crowe, Phil",Canada,94,4,5,9,8,28,1,0.14285714285714300,0.0851063829787234,0
351,"Cullen, John",Canada,621,187,363,550,-116,1258,22,0.14864864864864900,-0.18679549114331700,0
353,"Cullen, Ray",Canada,278,83,112,195,-78,655,14,0.1267175572519080,-0.2805755395683450,0
355,"Cunneyworth, Randy",Canada,866,189,225,414,-80,1591,27,0.11879321181646800,-0.09237875288683600,0
356,"Currie, Glen",Canada,326,39,79,118,18,288,4,0.13541666666666700,0.05521472392638040,0
357,"Currie, Tony",Canada,290,92,119,211,5,508,13,0.18110236220472400,0.017241379310344800,0
358,"Cyr, Denis",Canada,193,41,43,84,4,237,4,0.1729957805907170,0.02072538860103630,0
359,"Cyr, Paul",Canada,470,101,140,241,-47,898,10,0.11247216035634700,-0.1,0
362,"Dagenais, Pierre",Canada,142,35,23,58,0,325,6,0.1076923076923080,0.0,0
363,"D'Agostini, Matt",Canada,238,44,45,89,-12,434,9,0.10138248847926300,-0.05042016806722690,0
366,"Daigle, Alain",Canada,389,56,50,106,-41,441,3,0.12698412698412700,-0.10539845758354800,0
367,"Daigle, Alexandre",Canada,616,129,198,327,-176,1085,20,0.11889400921659000,-0.2857142857142860,0
368,"Dalgarno, Brad",Canada,321,49,71,120,0,364,6,0.1346153846153850,0.0,0
369,"Damphousse, Vincent",Canada,1378,432,773,1205,9,3511,78,0.1230418684135570,0.006531204644412190,0
370,"Dandenault, Mathieu",Canada,344,30,51,81,14,397,0,0.07556675062972290,0.040697674418604700,0
371,"Daniels, Jeff",Canada,425,17,26,43,-31,254,2,0.06692913385826770,-0.07294117647058820,0
372,"Daniels, Scott",Canada,149,8,12,20,0,115,2,0.06956521739130440,0.0,0
373,"Danton, Mike",Canada,87,9,5,14,-8,93,0,0.0967741935483871,-0.09195402298850580,0
374,"Daoust, Dan",Canada,522,87,167,254,-93,713,6,0.12201963534361900,-0.1781609195402300,0
376,"Darche, Mathieu",Canada,250,30,42,72,-20,358,4,0.08379888268156420,-0.08,0
379,"Davis, Mal",Canada,100,31,22,53,-4,124,8,0.25,-0.04,0
381,"Dawe, Jason",Canada,366,86,90,176,8,576,10,0.14930555555555600,0.02185792349726780,0
382,"Dawes, Nigel",Canada,212,39,45,84,-4,351,10,0.1111111111111110,-0.018867924528301900,0
383,"Daze, Eric",Canada,601,226,172,398,8,1607,34,0.14063472308649700,0.013311148086522500,0
384,"Dea, Billy",Canada,251,42,26,68,-49,341,7,0.12316715542522000,-0.1952191235059760,0
385,"Deadmarsh, Adam",Canada,567,184,189,373,43,1209,27,0.152191894127378,0.07583774250440920,0
386,"Deadmarsh, Butch",Canada,137,12,5,17,-24,132,2,0.09090909090909090,-0.17518248175182500,0
387,"Dean, Barry",Canada,165,25,56,81,-15,258,3,0.09689922480620160,-0.09090909090909090,0
388,"DeBlois, Lucien",Canada,993,249,276,525,-170,1780,27,0.1398876404494380,-0.17119838872104700,0
390,"DeBrusk, Louie",Canada,401,24,17,41,-46,164,2,0.14634146341463400,-0.11471321695760600,0
391,"Delorme, Ron",Canada,524,83,83,166,-120,471,9,0.1762208067940550,-0.22900763358778600,0
392,"Delvecchio, Alex",Canada,459,128,289,417,33,1084,17,0.11808118081180800,0.0718954248366013,1
395,"Derlago, Bill",Canada,555,189,227,416,-89,1169,16,0.16167664670658700,-0.16036036036036000,0
396,"Desharnais, David",Canada,130,24,59,83,6,155,2,0.15483870967741900,0.046153846153846200,0
397,"Desjardins, Andrew",Canada,93,5,15,20,3,92,3,0.05434782608695650,0.03225806451612900,0
398,"Devereaux, Boyd",Canada,627,67,112,179,5,745,13,0.08993288590604030,0.007974481658692180,0
399,"Dillabough, Bob",Canada,161,19,29,48,-35,168,3,0.1130952380952380,-0.21739130434782600,0
400,"Dillon, Wayne",Canada,229,43,66,109,-39,351,3,0.1225071225071230,-0.1703056768558950,0
401,"DiMaio, Rob",Canada,894,106,171,277,-85,1187,16,0.08930075821398480,-0.09507829977628640,0
403,"Dineen, Kevin",Canada,1188,355,405,760,-23,2769,56,0.1282051282051280,-0.01936026936026940,0
404,"Dingman, Chris",Canada,385,15,19,34,-58,306,1,0.049019607843137300,-0.15064935064935100,0
405,"Dionne, Gilbert",Canada,223,61,79,140,-3,442,9,0.13800904977375600,-0.013452914798206300,0
406,"Dionne, Marcel",Canada,1348,731,1040,1771,28,5366,73,0.13622810286992200,0.020771513353115700,1
407,"DiPietro, Paul",Canada,192,31,49,80,0,278,1,0.11151079136690600,0.0,0
408,"Doan, Shane",Canada,1198,318,470,788,-25,3146,59,0.1010807374443740,-0.020868113522537600,0
409,"Domenichelli, Hnat",Canada,267,52,61,113,-56,565,4,0.0920353982300885,-0.20973782771535600,0
410,"Domi, Tie",Canada,1020,104,141,245,-54,964,10,0.1078838174273860,-0.052941176470588200,0
412,"Donnelly, Dave",Canada,137,15,24,39,8,130,1,0.11538461538461500,0.058394160583941600,0
413,"Donnelly, Gord",Canada,302,21,22,43,-48,214,0,0.09813084112149530,-0.15894039735099300,0
415,"Donovan, Shean",Canada,951,112,129,241,-90,1243,20,0.09010458567980690,-0.0946372239747634,0
416,"Dornhoefer, Gary",Canada,725,202,316,518,87,1355,27,0.14907749077490800,0.12,0
417,"Dorsett, Derek",Canada,256,24,32,56,-21,365,2,0.06575342465753420,-0.08203125,0
418,"Douglas, Jordy",Canada,268,76,62,138,-69,490,12,0.15510204081632700,-0.2574626865671640,0
419,"Douris, Peter",Canada,321,54,67,121,2,513,10,0.10526315789473700,0.006230529595015580,0
422,"Downey, Aaron",Canada,243,8,10,18,-4,85,3,0.09411764705882350,-0.01646090534979420,0
423,"Downie, Steve",Canada,272,55,82,137,16,390,6,0.14102564102564100,0.058823529411764700,0
424,"Drake, Dallas",Canada,1009,177,300,477,25,1545,33,0.1145631067961170,0.024777006937561900,0
425,"Draper, Kris",Canada,1157,161,203,364,72,1716,23,0.09382284382284380,0.06222990492653410,0
426,"Drouin, Jude",Canada,666,151,305,456,8,1527,22,0.09888670595939750,0.012012012012012000,0
427,"Druce, John",Canada,531,113,126,239,6,921,10,0.12269272529858800,0.011299435028248600,0
428,"Druken, Harold",Canada,146,27,36,63,18,219,5,0.1232876712328770,0.1232876712328770,0
433,"Dubinsky, Steve",Canada,375,25,45,70,-26,425,1,0.058823529411764700,-0.06933333333333330,0
434,"Duchesne, Gaetan",Canada,1028,179,254,433,102,1495,28,0.1197324414715720,0.09922178988326850,0
435,"Duchene, Matt",Canada,219,65,85,150,-18,514,6,0.1264591439688720,-0.0821917808219178,0
436,"Dudley, Rick",Canada,309,75,99,174,44,579,11,0.12953367875647700,0.1423948220064730,0
437,"Duff, Dick",Canada,251,60,66,126,-47,383,11,0.1566579634464750,-0.18725099601593600,1
438,"Dufour, Luc",Canada,167,23,21,44,8,216,2,0.10648148148148100,0.04790419161676650,0
439,"Duguay, Ron",Canada,864,274,346,620,-99,1809,19,0.15146489773355400,-0.11458333333333300,0
440,"Dumont, J.P.",Canada,822,214,309,523,-2,1557,38,0.13744380218368700,-0.0024330900243309000,0
441,"Duncan, Iain",Canada,127,34,55,89,-19,204,4,0.16666666666666700,-0.14960629921259800,0
442,"Dunlop, Blake",Canada,550,130,274,404,-12,863,16,0.15063731170336000,-0.02181818181818180,0
443,"Dupere, Denis",Canada,421,80,99,179,-30,587,6,0.1362862010221470,-0.07125890736342040,0
444,"Dupont, Norm",Canada,256,55,85,140,-111,537,4,0.10242085661080100,-0.43359375,0
445,"Dupuis, Pascal",Canada,750,155,181,336,25,1609,27,0.09633312616532010,0.03333333333333330,0
446,"Dupuis, Philippe",Canada,116,6,12,18,-6,146,0,0.0410958904109589,-0.05172413793103450,0
448,"Dwyer, Gordie",Canada,108,0,5,5,-20,35,0,0.0,-0.18518518518518500,0
451,"Eager, Ben",Canada,386,42,40,82,-9,386,6,0.10880829015544000,-0.023316062176165800,0
452,"Eagles, Mike",Canada,853,74,122,196,-121,761,7,0.09724047306176080,-0.141852286049238,0
453,"Eastwood, Mike",Canada,783,87,149,236,-40,653,13,0.1332312404287900,-0.05108556832694760,0
455,"Eaves, Patrick",Canada,380,70,63,133,11,678,9,0.10324483775811200,0.02894736842105260,0
456,"Ebbett, Andrew",Canada,163,24,34,58,4,225,5,0.10666666666666700,0.024539877300613500,0
457,"Eberle, Jordan",Canada,147,52,67,119,-8,338,9,0.15384615384615400,-0.05442176870748300,0
458,"Ecclestone, Tim",Canada,692,126,233,359,19,1434,18,0.08786610878661090,0.02745664739884390,0
460,"Egers, Jack",Canada,284,64,69,133,2,632,10,0.10126582278481000,0.007042253521126760,0
461,"Ehman, Gerry",Canada,297,69,86,155,-83,659,10,0.1047040971168440,-0.27946127946127900,0
465,"Elik, Todd",Canada,448,110,219,329,15,902,12,0.12195121951219500,0.033482142857142900,0
467,"Ellis, Matt",Canada,261,16,25,41,-2,378,5,0.042328042328042300,-0.007662835249042150,0
468,"Ellis, Ron",Canada,834,268,246,514,67,1909,40,0.14038763750654800,0.0803357314148681,0
470,"Elynuik, Pat",Canada,506,154,188,342,-33,838,16,0.18377088305489300,-0.06521739130434780,0
471,"Emerson, Nelson",Canada,771,195,293,488,-136,1971,27,0.0989345509893455,-0.17639429312581100,0
473,"Ennis, Tyler",Canada,140,38,54,92,12,315,2,0.12063492063492100,0.08571428571428570,0
479,"Errey, Bob",Canada,895,170,212,382,58,1270,19,0.13385826771653500,0.06480446927374300,0
480,"Esposito, Phil",Canada,1047,643,773,1416,197,4595,100,0.13993471164309000,0.18815663801337200,1
481,"Evans, Daryl",Canada,113,22,30,52,-16,301,0,0.07308970099667780,-0.1415929203539820,0
482,"Evans, Doug",Canada,355,48,87,135,-3,349,3,0.13753581661891100,-0.008450704225352110,0
483,"Evans, John Paul",Canada,103,14,25,39,13,90,2,0.15555555555555600,0.1262135922330100,0
484,"Evason, Dean",Canada,803,139,233,372,-83,1136,14,0.12235915492957700,-0.10336239103362400,0
485,"Ewen, Todd",Canada,518,36,40,76,-9,338,6,0.10650887573964500,-0.017374517374517400,0
486,"Fairbairn, Bill",Canada,658,162,261,423,75,1281,28,0.12646370023419200,0.11398176291793300,0
487,"Falloon, Pat",Canada,575,143,179,322,-66,1270,14,0.1125984251968500,-0.11478260869565200,0
488,"Fata, Rico",Canada,230,27,36,63,-60,334,1,0.08083832335329340,-0.2608695652173910,0
489,"Featherstone, Tony",Canada,130,17,21,38,-20,195,1,0.08717948717948720,-0.15384615384615400,0
490,"Federko, Bernie",Canada,1000,369,761,1130,-132,2076,40,0.1777456647398840,-0.132,1
492,"Fedoruk, Todd",Canada,545,32,65,97,-27,349,2,0.09169054441260750,-0.04954128440366970,0
494,"Fedyk, Brent",Canada,470,97,112,209,-17,642,7,0.15109034267912800,-0.036170212765957400,0
495,"Fehr, Eric",Canada,265,48,48,96,27,528,8,0.09090909090909090,0.1018867924528300,0
497,"Ferguson, George",Canada,797,160,238,398,-49,1452,16,0.11019283746556500,-0.06148055207026350,0
498,"Ferguson, John",Canada,240,79,68,147,61,571,21,0.138353765323993,0.25416666666666700,0
499,"Ferguson, Norm",Canada,279,73,66,139,-50,526,10,0.13878326996197700,-0.17921146953405000,0
502,"Ferraro, Ray",Canada,1258,408,490,898,-104,2164,45,0.18853974121996300,-0.08267090620031800,0
504,"Fiddler, Vern",Canada,534,67,99,166,-9,714,11,0.0938375350140056,-0.016853932584269700,0
507,"Fisher, Mike",Canada,774,196,215,411,34,1745,39,0.11232091690544400,0.04392764857881140,0
509,"Flatley, Pat",Canada,780,170,340,510,64,1406,23,0.12091038406827900,0.08205128205128210,0
511,"Fleming, Reggie",Canada,288,40,47,87,-24,443,2,0.09029345372460500,-0.08333333333333330,0
512,"Flesch, John",Canada,124,18,23,41,-35,140,3,0.12857142857142900,-0.28225806451612900,0
513,"Flett, Bill",Canada,689,202,215,417,-58,1935,30,0.10439276485788100,-0.0841799709724238,0
514,"Fleury, Theoren",Canada,1084,455,633,1088,145,3611,67,0.12600387704237100,0.13376383763837600,0
515,"Flockhart, Ron",Canada,453,145,183,328,17,1127,17,0.12866015971606000,0.037527593818984500,0
516,"Foligno, Mike",Canada,1018,355,372,727,101,2123,51,0.16721620348563400,0.09921414538310410,0
518,"Fonteyne, Val",Canada,349,39,82,121,-61,390,5,0.1,-0.17478510028653300,0
519,"Forbes, Colin",Canada,311,33,28,61,-20,380,7,0.0868421052631579,-0.06430868167202570,0
520,"Forbes, Dave",Canada,363,64,64,128,25,519,5,0.1233140655105970,0.06887052341597800,0
522,"Fortier, Marc",Canada,212,42,60,102,-70,288,5,0.14583333333333300,-0.330188679245283,0
523,"Foster, Dwight",Canada,541,111,163,274,-44,654,9,0.16972477064220200,-0.08133086876155270,0
525,"Fox, Jim",Canada,578,186,293,479,-61,1083,14,0.17174515235457100,-0.10553633217993100,0
526,"Franceschetti, Lou",Canada,459,59,81,140,-32,391,11,0.15089514066496200,-0.06971677559912860,0
527,"Francis, Ron",Canada,1731,549,1249,1798,-10,3754,79,0.1462440063931810,-0.005777007510109760,1
529,"Fraser, Colin",Canada,291,18,31,49,2,274,0,0.06569343065693430,0.006872852233676980,0
531,"Fraser, Iain",Canada,94,23,23,46,-6,135,2,0.17037037037037000,-0.06382978723404260,0
532,"Frawley, Dan",Canada,273,37,40,77,-33,317,5,0.1167192429022080,-0.12087912087912100,0
533,"Freer, Mark",Canada,124,16,23,39,-37,124,2,0.12903225806451600,-0.29838709677419400,0
534,"Friesen, Jeff",Canada,893,218,298,516,-8,1797,34,0.1213132999443520,-0.008958566629339310,0
541,"Gagner, Dave",Canada,946,318,401,719,-65,2358,36,0.13486005089058500,-0.06871035940803380,0
542,"Gagne, Paul",Canada,390,110,101,211,-110,655,11,0.16793893129771000,-0.28205128205128200,0
543,"Gagner, Sam",Canada,366,77,143,220,-42,748,5,0.10294117647058800,-0.11475409836065600,0
544,"Gagne, Simon",Canada,761,283,298,581,130,2209,52,0.12811226799456800,0.17082785808147200,0
545,"Gagnon, Germain",Canada,259,40,101,141,-22,353,4,0.11331444759206800,-0.08494208494208490,0
546,"Gainey, Bob",Canada,1160,239,262,501,196,2099,34,0.11386374464030500,0.16896551724137900,1
547,"Galiardi, T.J.",Canada,185,34,39,73,-12,309,6,0.11003236245954700,-0.06486486486486490,0
548,"Gallant, Gerard",Canada,615,211,269,480,55,1313,27,0.1607006854531610,0.08943089430894310,0
549,"Gardiner, Bruce",Canada,312,34,54,88,-10,346,4,0.09826589595375720,-0.03205128205128210,0
550,"Gardner, Bill",Canada,380,73,115,188,-6,458,7,0.15938864628821000,-0.015789473684210500,0
551,"Gardner, Dave",Canada,350,75,115,190,-63,607,7,0.12355848434925900,-0.18,0
552,"Gardner, Paul",Canada,447,201,201,402,-121,1125,9,0.17866666666666700,-0.27069351230425100,0
553,"Gare, Danny",Canada,827,354,331,685,161,2552,43,0.13871473354232000,0.1946795646916570,0
554,"Garland, Scott",Canada,85,13,23,36,-18,101,1,0.12871287128712900,-0.21176470588235300,0
556,"Gartner, Mike",Canada,1432,708,627,1335,67,5090,90,0.13909626719057000,0.0467877094972067,1
557,"Gassoff, Brad",Canada,122,19,17,36,-43,140,1,0.1357142857142860,-0.3524590163934430,0
558,"Gatzos, Steve",Canada,89,15,20,35,-31,141,2,0.10638297872340400,-0.34831460674157300,0
561,"Gavey, Aaron",Canada,360,41,50,91,-52,382,8,0.10732984293193700,-0.14444444444444400,0
562,"Gavin, Stew",Canada,768,130,155,285,-31,1342,14,0.09687034277198210,-0.040364583333333300,0
563,"Gelinas, Martin",Canada,1273,309,351,660,52,2382,41,0.1297229219143580,0.0408483896307934,0
564,"Gendron, Jean-Guy",Canada,278,69,86,155,-10,595,5,0.11596638655462200,-0.03597122302158270,0
565,"Geoffrion, Danny",Canada,111,20,32,52,-31,163,0,0.12269938650306700,-0.27927927927927900,0
567,"Getzlaf, Ryan",Canada,512,137,335,472,67,1182,24,0.11590524534687000,0.130859375,0
568,"Gilbert, Ed",Canada,166,21,31,52,-78,286,0,0.07342657342657340,-0.46987951807228900,0
569,"Gilbert, Greg",Canada,837,150,228,378,109,952,16,0.15756302521008400,0.13022700119474300,0
570,"Gilbert, Rod",Canada,755,308,485,793,89,2291,40,0.13443910955914400,0.11788079470198700,1
572,"Gilchrist, Brent",Canada,792,135,170,305,-6,1264,21,0.10680379746835400,-0.007575757575757580,0
574,"Gillies, Clark",Canada,958,319,378,697,241,2251,44,0.14171479342514400,0.25156576200417500,1
575,"Gillies, Colton",Canada,127,5,11,16,-13,73,1,0.0684931506849315,-0.10236220472440900,0
577,"Gillis, Mike",Canada,246,33,43,76,-55,341,3,0.0967741935483871,-0.22357723577235800,0
578,"Gillis, Paul",Canada,624,88,154,242,-76,745,10,0.11812080536912800,-0.12179487179487200,0
579,"Gilmour, Doug",Canada,1474,450,964,1414,132,2833,56,0.15884221673138000,0.08955223880597010,1
581,"Girard, Bob",Canada,305,45,69,114,-53,363,4,0.12396694214876000,-0.1737704918032790,0
582,"Giroux, Claude",Canada,285,78,165,243,25,625,12,0.1248,0.08771929824561400,0
584,"Glass, Tanner",Canada,262,13,26,39,-17,195,2,0.06666666666666670,-0.0648854961832061,0
585,"Glencross, Curtis",Canada,358,94,96,190,21,640,13,0.146875,0.05865921787709500,0
587,"Godard, Eric",Canada,335,6,12,18,-12,83,1,0.07228915662650600,-0.03582089552238810,0
588,"Goldsworthy, Bill",Canada,738,277,252,529,-99,2340,36,0.11837606837606800,-0.13414634146341500,0
589,"Goldup, Glenn",Canada,291,52,67,119,-19,421,4,0.12351543942992900,-0.06529209621993130,0
591,"Gordon, Boyd",Canada,438,35,73,108,6,558,5,0.06272401433691760,0.0136986301369863,0
593,"Goring, Butch",Canada,1107,375,513,888,-20,2279,39,0.1645458534444930,-0.018066847335140000,0
594,"Gould, Bobby",Canada,697,145,159,304,37,1121,26,0.12934879571810900,0.05308464849354380,0
595,"Gould, John",Canada,504,131,138,269,5,1087,27,0.12051517939282400,0.00992063492063492,0
596,"Goulet, Michel",Canada,1089,548,604,1152,97,3143,64,0.17435571110404100,0.08907254361799820,1
597,"Goyette, Phil",Canada,317,86,192,278,4,628,16,0.13694267515923600,0.012618296529968500,0
601,"Graham, Dirk",Canada,772,219,270,489,2,1819,32,0.12039582188015400,0.0025906735751295300,0
602,"Graham, Pat",Canada,103,11,17,28,-16,122,1,0.09016393442622950,-0.1553398058252430,0
604,"Grant, Danny",Canada,735,263,273,536,-54,1909,20,0.13776846516500800,-0.07346938775510210,0
605,"Gratton, Chris",Canada,1092,214,354,568,-143,2268,30,0.09435626102292770,-0.13095238095238100,0
606,"Gratton, Josh",Canada,86,3,3,6,-13,60,0,0.05,-0.1511627906976740,0
607,"Gratton, Norm",Canada,201,39,44,83,-29,262,2,0.14885496183206100,-0.14427860696517400,0
608,"Graves, Adam",Canada,1152,329,287,616,-25,2855,40,0.11523642732049000,-0.021701388888888900,0
609,"Graves, Hilliard",Canada,556,118,163,281,-87,881,14,0.13393870601589100,-0.1564748201438850,0
610,"Gray, Terry",Canada,101,18,21,39,-1,195,3,0.09230769230769230,-0.009900990099009900,0
611,"Greening, Colin",Canada,106,23,27,50,-2,241,2,0.0954356846473029,-0.018867924528301900,0
612,"Green, Josh",Canada,341,36,40,76,-16,474,7,0.0759493670886076,-0.0469208211143695,0
613,"Green, Travis",Canada,970,193,262,455,-55,1726,21,0.11181923522595600,-0.05670103092783510,0
614,"Greig, Mark",Canada,125,13,27,40,-9,127,1,0.10236220472440900,-0.072,0
615,"Grenier, Lucien",Canada,151,14,14,28,-6,110,2,0.12727272727272700,-0.039735099337748300,0
616,"Gretzky, Wayne",Canada,1487,894,1963,2857,518,5089,91,0.17567302023973300,0.34835238735709500,1
618,"Grieve, Brent",Canada,97,20,16,36,9,156,1,0.1282051282051280,0.09278350515463920,0
619,"Grimson, Stu",Canada,729,17,22,39,-41,211,3,0.08056872037914690,-0.056241426611797000,0
623,"Guite, Ben",Canada,175,19,26,45,-4,236,4,0.08050847457627120,-0.022857142857142900,0
624,"Guolla, Steve",Canada,205,40,46,86,-25,300,5,0.13333333333333300,-0.12195121951219500,0
626,"Habscheid, Marc",Canada,345,72,91,163,-16,538,6,0.13382899628252800,-0.0463768115942029,0
627,"Hachborn, Len",Canada,102,20,39,59,15,131,2,0.15267175572519100,0.14705882352941200,0
628,"Hadfield, Vic",Canada,647,254,312,566,98,2082,37,0.12199807877041300,0.15146831530139100,0
633,"Halischuk, Matt",Canada,121,20,23,43,9,147,3,0.1360544217687080,0.0743801652892562,0
636,"Hall, Murray",Canada,126,29,45,74,-35,191,1,0.1518324607329840,-0.2777777777777780,0
637,"Hall, Taylor",Canada,126,49,46,95,-12,393,11,0.12468193384223900,-0.09523809523809520,0
639,"Hamel, Denis",Canada,192,19,12,31,-10,236,4,0.08050847457627120,-0.052083333333333300,0
640,"Hamel, Gilles",Canada,519,127,147,274,-47,941,15,0.13496280552603600,-0.0905587668593449,0
642,"Hamilton, Jim",Canada,95,14,18,32,-11,143,1,0.0979020979020979,-0.11578947368421100,0
644,"Hampson, Ted",Canada,379,79,161,240,-57,751,8,0.1051930758988020,-0.1503957783641160,0
646,"Hannan, Dave",Canada,841,114,191,305,-55,826,20,0.13801452784503600,-0.06539833531510110,0
650,"Harris, Billy",Canada,135,19,34,53,-25,187,0,0.10160427807486600,-0.18518518518518500,0
651,"Harris, Billy",Canada,897,231,327,558,-18,1714,27,0.13477246207701300,-0.020066889632107000,0
652,"Harrison, Jim",Canada,324,67,86,153,-31,584,5,0.11472602739726000,-0.09567901234567900,0
653,"Hartigan, Mark",Canada,102,19,11,30,-14,131,1,0.1450381679389310,-0.13725490196078400,0
655,"Hartnell, Scott",Canada,843,222,252,474,59,1956,44,0.11349693251533700,0.06998813760379600,0
656,"Harvey, Buster",Canada,407,90,118,208,-49,937,13,0.096051227321238,-0.12039312039312000,0
657,"Harvey, Todd",Canada,671,91,132,223,19,792,10,0.1148989898989900,0.028315946348733200,0
659,"Hawerchuk, Dale",Canada,1188,518,891,1409,-92,3754,49,0.13798614810868400,-0.07744107744107740,1
660,"Haworth, Alan",Canada,524,189,211,400,62,1157,20,0.1633535004321520,0.1183206106870230,0
667,"Heiskala, Earl",Canada,127,13,11,24,-28,191,1,0.06806282722513090,-0.2204724409448820,0
669,"Helm, Darren",Canada,248,32,51,83,3,502,7,0.06374501992031870,0.012096774193548400,0
672,"Henderson, Paul",Canada,488,182,182,364,89,1305,25,0.13946360153256700,0.18237704918032800,0
675,"Henning, Lorne",Canada,544,73,111,184,20,638,9,0.11442006269592500,0.03676470588235290,0
676,"Henry, Camille",Canada,104,26,36,62,20,138,1,0.18840579710144900,0.19230769230769200,0
677,"Henry, Dale",Canada,132,13,26,39,3,107,1,0.12149532710280400,0.022727272727272700,0
679,"Herperger, Chris",Canada,169,18,25,43,-9,185,3,0.0972972972972973,-0.05325443786982250,0
680,"Hextall, Bryan",Canada,528,99,159,258,-140,942,16,0.10509554140127400,-0.26515151515151500,0
681,"Hextall, Dennis",Canada,681,153,350,503,-134,1100,18,0.1390909090909090,-0.19676945668135100,0
682,"Hicke, Bill",Canada,274,81,101,182,-78,609,10,0.1330049261083740,-0.2846715328467150,0
683,"Hicke, Ernie",Canada,520,132,140,272,-145,1064,18,0.12406015037594000,-0.27884615384615400,0
684,"Hickey, Pat",Canada,646,192,212,404,-92,1220,15,0.15737704918032800,-0.14241486068111500,0
685,"Hicks, Alex",Canada,258,25,54,79,8,296,6,0.08445945945945950,0.031007751937984500,0
686,"Hicks, Glenn",Canada,108,6,12,18,-21,123,0,0.04878048780487810,-0.19444444444444400,0
688,"Higgins, Tim",Canada,706,154,198,352,-2,1056,15,0.14583333333333300,-0.0028328611898017,0
690,"Hill, Al",Canada,221,40,55,95,33,263,5,0.1520912547528520,0.1493212669683260,0
691,"Hindmarch, Dave",Canada,99,21,17,38,-14,146,1,0.14383561643835600,-0.1414141414141410,0
