,Name,Country,GamesPlayed,Goals,Assists,Points,PlusMinus,ShotsOnGoal,GameWinningGoals,ShootingPercentage,AvgPlusMinus,in_HOF
586,"Goc, Marcel",Germany,446,52,83,135,-5,709,7,0.07334273624823700,-0.011210762331838600,0
599,"Grabovski, Mikhail",Germany,319,85,116,201,3,676,12,0.1257396449704140,0.009404388714733540,0
662,"Heatley, Dany",Germany,751,349,393,742,71,2364,61,0.1476311336717430,0.09454061251664450,0
663,"Hecht, Jochen",Germany,786,181,268,449,94,2096,21,0.08635496183206110,0.11959287531806600,0
1681,"Sturm, Marco",Germany,938,242,245,487,59,2074,43,0.11668273866923800,0.0628997867803838,0
1752,"Tkaczuk, Walt",Germany,945,227,451,678,185,2146,23,0.10577819198508900,0.19576719576719600,0
1807,"Vilgrain, Claude",Haiti,89,21,32,53,19,110,1,0.19090909090909100,0.21348314606741600,0
1263,"Nolan, Owen",Ireland,1200,422,463,885,-40,3128,53,0.13491048593350400,-0.03333333333333330,0
1355,"Perezhogin, Alexander",Kazakhstan,128,15,19,34,16,212,3,0.07075471698113210,0.125,0
752,"Ivanans, Raitis",Latvia,278,12,6,18,-40,128,2,0.09375,-0.14388489208633100,0
1910,"Zholtok, Sergei",Latvia,588,111,147,258,-35,1085,18,0.10230414746543800,-0.05952380952380950,0
1912,"Zubrus, Dainius",Lithuania,1065,206,333,539,8,1738,36,0.11852704257767500,0.007511737089201880,0
850,"Knutsen, Espen",Norway,207,30,81,111,-61,224,2,0.13392857142857100,-0.2946859903381640,0
1742,"Thoresen, Patrick",Norway,106,6,18,24,-11,112,2,0.05357142857142860,-0.10377358490566000,0
1392,"Plett, Willi",Paraguay,834,222,215,437,-42,1408,27,0.15767045454545500,-0.050359712230215800,0
360,"Czerkawski, Mariusz",Poland,745,215,220,435,-54,1840,20,0.11684782608695700,-0.07248322147651010,0
649,"Harbaruk, Nick",Poland,364,45,75,120,-36,551,5,0.08166969147005440,-0.0989010989010989,0
1289,"Oliwa, Krzysztof",Poland,410,17,28,45,-17,273,5,0.06227106227106230,-0.041463414634146300,0
1873,"Wolski, Wojtek",Poland,424,95,163,258,16,881,17,0.10783200908059000,0.03773584905660380,0
7,"Afanasenkov, Dmitry",Russia,227,27,27,54,-36,281,1,0.09608540925266900,-0.15859030837004400,0
8,"Afinogenov, Maxim",Russia,651,158,237,395,-43,1557,23,0.1014771997430960,-0.06605222734254990,0
12,"Alexeev, Nikita",Russia,159,20,17,37,-8,216,4,0.09259259259259260,-0.050314465408805000,0
30,"Anisimov, Artem",Russia,244,46,62,108,13,447,5,0.1029082774049220,0.05327868852459020,0
33,"Antropov, Nik",Russia,748,187,260,447,49,1316,30,0.14209726443769000,0.06550802139037430,0
36,"Arkhipov, Denis",Russia,352,56,82,138,-51,511,11,0.1095890410958900,-0.14488636363636400,0
44,"Artyukhin, Evgeny",Russia,199,19,30,49,-7,221,0,0.08597285067873300,-0.035175879396984900,0
99,"Berezin, Sergei",Russia,502,160,126,286,29,1503,23,0.10645375914837000,0.05776892430278880,0
207,"Brylin, Sergei",Russia,765,129,179,308,49,1016,14,0.12696850393700800,0.06405228758169930,0
214,"Bure, Pavel",Russia,702,437,342,779,42,3130,59,0.13961661341853000,0.05982905982905980,1
215,"Bure, Valeri",Russia,621,174,226,400,-33,1806,25,0.09634551495016610,-0.05314009661835750,0
217,"Burmistrov, Alexander",Russia,150,19,29,48,-8,215,2,0.08837209302325580,-0.05333333333333330,0
226,"Butsayev, Viacheslav",Russia,132,17,26,43,-8,165,3,0.10303030303030300,-0.06060606060606060,0
227,"Butsayev, Yuri",Russia,99,10,4,14,-13,95,0,0.10526315789473700,-0.13131313131313100,0
273,"Chistov, Stanislav",Russia,196,19,42,61,-20,233,3,0.0815450643776824,-0.10204081632653100,0
377,"Datsyuk, Pavel",Russia,732,240,478,718,208,1665,37,0.14414414414414400,0.28415300546448100,0
491,"Fedorov, Sergei",Russia,1248,483,696,1179,263,3985,93,0.12120451693851900,0.2107371794871800,1
537,"Frolov, Alexander",Russia,579,175,222,397,27,1274,27,0.13736263736263700,0.046632124352331600,0
799,"Kamensky, Valeri",Russia,637,200,301,501,15,1346,25,0.1485884101040120,0.023547880690737800,0
805,"Karamnov, Vitali",Russia,92,12,20,32,2,95,1,0.12631578947368400,0.021739130434782600,0
834,"Khmylev, Yuri",Russia,263,64,88,152,9,503,9,0.1272365805168990,0.034220532319391600,0
867,"Korolyuk, Alexander",Russia,296,62,80,142,26,540,5,0.11481481481481500,0.08783783783783780,0
869,"Korolev, Igor",Russia,795,119,227,346,-29,983,21,0.12105798575788400,-0.03647798742138370,0
875,"Kovalev, Alex",Russia,1302,428,596,1024,-30,3564,69,0.12008978675645300,-0.02304147465437790,0
876,"Kovalenko, Andrei",Russia,620,173,206,379,-28,1028,31,0.16828793774319100,-0.04516129032258060,0
877,"Kovalchuk, Ilya",Russia,779,406,379,785,-110,2844,55,0.14275668073136400,-0.14120667522464700,0
879,"Kozlov, Viktor",Russia,897,198,339,537,-3,2227,19,0.08890884598114050,-0.0033444816053511700,0
880,"Kozlov, Vyacheslav",Russia,1182,356,497,853,96,2843,56,0.12521983819908500,0.08121827411167510,0
885,"Krivokrasov, Sergei",Russia,450,86,109,195,0,887,18,0.09695603156708010,0.0,0
895,"Kulemin, Nikolai",Russia,303,68,84,152,1,554,10,0.12274368231046900,0.0033003300330033000,0
902,"Kvasha, Oleg",Russia,493,81,136,217,0,889,11,0.09111361079865020,0.0,0
938,"Larionov, Igor",Russia,921,169,475,644,104,1046,31,0.1615678776290630,0.11292073832790400,1
1002,"Lisin, Enver",Russia,135,24,18,42,-37,258,2,0.09302325581395350,-0.2740740740740740,0
1027,"Lyashenko, Roman",Russia,139,14,9,23,-7,119,2,0.11764705882352900,-0.050359712230215800,0
1060,"Malkin, Evgeni",Russia,427,208,319,527,43,1593,34,0.13057124921531700,0.10070257611241200,0
1174,"Mogilny, Alexander",Russia,990,473,559,1032,81,2966,66,0.15947403910991200,0.08181818181818180,0
1189,"Morozov, Aleksey",Russia,451,84,135,219,-29,668,14,0.12574850299401200,-0.06430155210643020,0
1230,"Nazarov, Andrei",Russia,571,53,71,124,-69,592,5,0.08952702702702700,-0.12084063047285500,0
1239,"Nemchinov, Sergei",Russia,761,152,193,345,52,1036,27,0.14671814671814700,0.0683311432325887,0
1254,"Nikolishin, Andrei",Russia,628,93,187,280,23,929,9,0.10010764262648000,0.03662420382165610,0
1266,"Novoseltsev, Ivan",Russia,234,31,44,75,-47,314,5,0.09872611464968150,-0.20085470085470100,0
1284,"Oksiuta, Roman",Russia,153,46,41,87,-25,262,2,0.17557251908396900,-0.16339869281045800,0
1308,"Ovechkin, Alex",Russia,553,339,340,679,80,2829,55,0.11983032873807,0.14466546112115700,0
1371,"Petrov, Oleg",Russia,382,72,115,187,-18,727,13,0.09903713892709770,-0.04712041884816750,0
1421,"Prokhorov, Vitali",Russia,83,19,11,30,-9,106,2,0.1792452830188680,-0.10843373493975900,0
1436,"Radulov, Alexander",Russia,154,47,55,102,29,300,6,0.15666666666666700,0.18831168831168800,0
1525,"Samsonov, Sergei",Russia,888,235,336,571,11,1774,38,0.13246899661781300,0.012387387387387400,0
1533,"Saprykin, Oleg",Russia,325,55,82,137,-7,649,4,0.0847457627118644,-0.021538461538461500,0
1546,"Schastlivy, Petr",Russia,129,18,22,40,3,207,5,0.08695652173913040,0.023255813953488400,0
1562,"Selivanov, Alex",Russia,459,121,114,235,-57,1105,23,0.10950226244343900,-0.12418300653594800,0
1563,"Semak, Alexander",Russia,289,83,91,174,22,561,12,0.14795008912656000,0.07612456747404840,0
1566,"Semin, Alexander",Russia,469,197,211,408,65,1400,28,0.1407142857142860,0.13859275053304900,0
1575,"Sharifijanov, Vadim",Russia,92,16,21,37,-2,121,2,0.1322314049586780,-0.021739130434782600,0
1704,"Svitov, Alexander",Russia,179,13,24,37,-22,204,2,0.06372549019607840,-0.12290502793296100,0
1749,"Titov, German",Russia,624,157,220,377,22,1156,21,0.13581314878892700,0.035256410256410300,0
1768,"Tsyplakov, Vladimir",Russia,331,69,101,170,42,497,7,0.13883299798792800,0.1268882175226590,0
1883,"Yachmenev, Vitali",Russia,487,83,133,216,-30,731,14,0.11354309165526700,-0.061601642710472300,0
1886,"Yashin, Alexei",Russia,850,337,444,781,-83,2828,49,0.11916548797736900,-0.0976470588235294,0
1903,"Zelepukin, Valeri",Russia,595,117,177,294,30,1019,16,0.11481844946025500,0.05042016806722690,0
1907,"Zhamnov, Alex",Russia,807,249,470,719,10,2078,34,0.11982675649663100,0.012391573729863700,0
1908,"Zharkov, Vladimir",Russia,82,2,12,14,3,94,0,0.02127659574468090,0.036585365853658500,0
73,"Bartecko, Lubos",Slovakia,257,46,65,111,15,313,8,0.14696485623003200,0.058365758754863800,0
284,"Cibak, Martin",Slovakia,154,5,18,23,-16,116,0,0.04310344827586210,-0.1038961038961040,0
286,"Ciernik, Ivan",Slovakia,89,12,14,26,9,99,2,0.12121212121212100,0.10112359550561800,0
287,"Ciger, Zdeno",Slovakia,352,94,134,228,-54,665,11,0.14135338345864700,-0.1534090909090910,0
393,"Demitra, Pavol",Slovakia,847,304,464,768,124,2160,59,0.14074074074074100,0.14639905548996500,0
540,"Gaborik, Marian",Slovakia,722,324,323,647,92,2434,58,0.13311421528348400,0.12742382271468100,0
717,"Hossa, Marian",Slovakia,978,417,487,904,163,3267,64,0.12764003673094600,0.16666666666666700,0
718,"Hossa, Marcel",Slovakia,237,31,30,61,-6,344,3,0.09011627906976740,-0.02531645569620250,0
857,"Kolnik, Juraj",Slovakia,240,46,49,95,-13,420,5,0.10952380952381000,-0.05416666666666670,0
862,"Kopecky, Tomas",Slovakia,418,47,80,127,-27,641,9,0.07332293291731670,-0.0645933014354067,0
1223,"Nagy, Ladislav",Slovakia,435,115,196,311,35,991,25,0.11604439959636700,0.08045977011494250,0
1233,"Nedorost, Vaclav",Slovakia,99,10,10,20,-2,95,0,0.10526315789473700,-0.020202020202020200,0
1298,"Orszagh, Vladimir",Slovakia,289,54,65,119,-22,441,9,0.12244897959183700,-0.07612456747404840,0
1317,"Palffy, Ziggy",Slovakia,684,329,384,713,83,2136,45,0.1540262172284640,0.12134502923976600,0
1372,"Petrovicky, Robert",Slovakia,208,27,38,65,-15,217,2,0.12442396313364100,-0.07211538461538460,0
1373,"Petrovicky, Ronald",Slovakia,342,41,51,92,-25,372,7,0.11021505376344100,-0.07309941520467840,0
1435,"Radivojevic, Branko",Slovakia,393,52,68,120,-35,526,13,0.09885931558935360,-0.089058524173028,0
1536,"Satan, Miroslav",Slovakia,1050,363,372,735,20,2582,50,0.14058869093725800,0.01904761904761910,0
1645,"Stastny, Anton",Slovakia,650,252,384,636,13,1398,31,0.18025751072961400,0.02,0
1646,"Stastny, Marian",Slovakia,322,121,173,294,16,635,12,0.19055118110236200,0.049689440993788800,0
1648,"Stastny, Peter",Slovakia,977,450,789,1239,-12,2374,54,0.18955349620893000,-0.012282497441146400,1
1680,"Stumpel, Jozef",Slovakia,957,196,481,677,47,1557,33,0.12588310854206800,0.04911180773249740,0
1691,"Surovy, Tomas",Slovakia,126,27,32,59,-21,266,4,0.10150375939849600,-0.16666666666666700,0
1702,"Svatos, Marek",Slovakia,344,100,72,172,-4,764,20,0.13089005235602100,-0.011627906976744200,0
1797,"Vasicek, Josef",Slovakia,460,77,106,183,-38,712,11,0.10814606741573000,-0.08260869565217390,0
1901,"Zednik, Richard",Slovakia,745,200,179,379,-16,1895,37,0.10554089709762500,-0.021476510067114100,0
863,"Kopitar, Anze",Slovenia,475,163,271,434,-1,1350,17,0.12074074074074100,-0.002105263157894740,0
1327,"Park, Richard",South Korea,738,102,139,241,-31,1151,22,0.08861859252823630,-0.04200542005420050,0
13,"Alfredsson, Daniel",Sweden,1131,416,666,1082,152,3219,67,0.1292326809568190,0.134394341290893,0
21,"Andersson, Kent-Erik",Sweden,456,72,103,175,-12,633,14,0.11374407582938400,-0.02631578947368420,0
22,"Andersson, Mikael",Sweden,761,95,169,264,0,1117,13,0.08504923903312450,0.0,0
23,"Andersson, Niklas",Sweden,164,29,53,82,-3,260,2,0.11153846153846200,-0.018292682926829300,0
45,"Arvedson, Magnus",Sweden,434,100,125,225,109,709,23,0.14104372355430200,0.2511520737327190,0
56,"Axelsson, P.J.",Sweden,797,103,184,287,-26,1359,14,0.07579102281089040,-0.03262233375156840,0
59,"Backlund, Mikael",Sweden,138,15,31,46,-4,277,3,0.05415162454873650,-0.028985507246376800,0
60,"Backstrom, Nicklas",Sweden,365,101,266,367,86,846,15,0.11938534278959800,0.2356164383561640,0
104,"Bergfors, Nicklas",Sweden,173,35,48,83,-23,389,8,0.08997429305912600,-0.1329479768786130,0
105,"Berglund, Bo",Sweden,130,28,39,67,5,147,3,0.19047619047619000,0.038461538461538500,0
106,"Berglund, Christian",Sweden,86,11,16,27,-6,122,0,0.09016393442622950,-0.06976744186046510,0
107,"Berglund, Patrik",Sweden,310,75,88,163,15,635,9,0.11811023622047200,0.04838709677419360,0
181,"Brasar, Per-Olov",Sweden,348,64,142,206,-11,692,5,0.09248554913294800,-0.031609195402298900,0
206,"Brunnstrom, Fabian",Sweden,104,19,22,41,-13,125,5,0.152,-0.125,0
246,"Carlsson, Anders",Sweden,104,7,26,33,-13,83,0,0.08433734939759040,-0.125,0
248,"Carnback, Patrik",Sweden,154,24,38,62,-17,197,2,0.1218274111675130,-0.11038961038961000,0
361,"Dackell, Andreas",Sweden,613,91,159,250,4,694,15,0.13112391930835700,0.0065252854812398000,0
364,"Dahlen, Ulf",Sweden,966,301,354,655,-20,2014,49,0.14945382323733900,-0.020703933747412000,0
365,"Dahlin, Kjell",Sweden,166,57,59,116,12,276,5,0.20652173913043500,0.07228915662650600,0
378,"Davidsson, Johan",Sweden,83,6,9,15,-9,77,2,0.07792207792207790,-0.10843373493975900,0
459,"Edberg, Rolf",Sweden,184,45,58,103,7,317,9,0.14195583596214500,0.03804347826086960,0
462,"Eklund, Pelle",Sweden,594,120,335,455,8,956,16,0.12552301255230100,0.013468013468013500,0
463,"Ekman, Nils",Sweden,264,60,91,151,13,506,8,0.11857707509881400,0.04924242424242420,0
476,"Eriksson, Loui",Sweden,453,138,190,328,40,956,17,0.14435146443514600,0.08830022075055190,0
477,"Eriksson, Roland",Sweden,193,48,95,143,-70,575,2,0.08347826086956520,-0.3626943005181350,0
478,"Erixon, Jan",Sweden,556,57,159,216,38,600,5,0.095,0.0683453237410072,0
521,"Forsberg, Peter",Sweden,708,249,636,885,238,1693,43,0.1470761961015950,0.3361581920903960,1
528,"Franzen, Johan",Sweden,472,150,125,275,86,1265,36,0.11857707509881400,0.18220338983050800,0
555,"Garpenlov, Johan",Sweden,609,114,197,311,-65,871,16,0.13088404133180300,-0.10673234811165800,0
600,"Gradin, Thomas",Sweden,677,209,384,593,-34,1297,29,0.16114109483423300,-0.050221565731166900,0
625,"Gustafsson, Bengt-Ake",Sweden,629,196,359,555,34,1236,33,0.15857605177993500,0.05405405405405410,0
632,"Hakansson, Anders",Sweden,330,52,46,98,-41,365,8,0.14246575342465800,-0.12424242424242400,0
635,"Hallin, Mats",Sweden,152,17,14,31,-11,124,2,0.13709677419354800,-0.07236842105263160,0
643,"Hammarstrom, Inge",Sweden,427,116,123,239,-22,948,17,0.12236286919831200,-0.05152224824355970,0
664,"Hedberg, Anders",Sweden,465,172,225,397,50,1219,21,0.14109926168991000,0.10752688172043000,0
665,"Hedstrom, Jonathan",Sweden,83,13,14,27,1,102,5,0.12745098039215700,0.012048192771084300,0
702,"Hoglund, Jonas",Sweden,545,117,145,262,-4,1264,21,0.0925632911392405,-0.007339449541284400,0
707,"Holmqvist, Michael",Sweden,156,18,17,35,-25,204,1,0.08823529411764710,-0.16025641025641000,0
708,"Holmstrom, Tomas",Sweden,1026,243,287,530,28,1489,39,0.16319677635997300,0.02729044834307990,0
715,"Hornqvist, Patric",Sweden,263,80,69,149,35,824,16,0.0970873786407767,0.13307984790874500,0
746,"Huselius, Kristian",Sweden,662,190,261,451,-16,1533,31,0.12393998695368600,-0.02416918429003020,0
769,"Johansson, Andreas",Sweden,377,81,88,169,-8,656,8,0.12347560975609800,-0.021220159151193600,0
770,"Johansson, Marcus",Sweden,149,27,46,73,-3,192,5,0.140625,-0.020134228187919500,0
798,"Kallur, Anders",Sweden,383,101,110,211,42,594,12,0.17003367003367000,0.10966057441253300,0
808,"Karlsson, Andreas",Sweden,264,16,35,51,-38,254,2,0.06299212598425200,-0.14393939393939400,0
844,"Kjellberg, Patric",Sweden,394,64,96,160,-50,561,9,0.1140819964349380,-0.12690355329949200,0
906,"Labraaten, Dan",Sweden,268,71,73,144,-34,406,8,0.1748768472906400,-0.12686567164179100,0
994,"Lindgren, Mats",Sweden,387,54,74,128,1,473,8,0.11416490486257900,0.002583979328165380,0
998,"Lindstrom, Joakim",Sweden,97,15,18,33,-18,137,3,0.10948905109489100,-0.18556701030927800,0
999,"Lindstrom, Willy",Sweden,582,161,162,323,-5,1261,19,0.12767644726407600,-0.00859106529209622,0
1012,"Loob, Hakan",Sweden,450,193,236,429,103,1126,17,0.1714031971580820,0.2288888888888890,0
1022,"Lundholm, Bengt",Sweden,275,48,95,143,12,285,4,0.16842105263157900,0.04363636363636360,0
1024,"Lundqvist, Joel",Sweden,134,7,19,26,-17,116,1,0.0603448275862069,-0.12686567164179100,0
1170,"Modin, Fredrik",Sweden,898,232,230,462,-11,1956,37,0.11860940695296500,-0.012249443207126900,0
1177,"Molin, Lars",Sweden,172,33,65,98,-29,325,5,0.10153846153846200,-0.1686046511627910,0
1179,"Moller, Oscar",Sweden,87,12,14,26,-10,150,0,0.08,-0.11494252873563200,0
1228,"Naslund, Mats",Sweden,651,251,383,634,116,1359,35,0.18469462840323800,0.1781874039938560,0
1229,"Naslund, Markus",Sweden,1117,395,474,869,6,3046,53,0.12967826657912000,0.005371530886302600,0
1257,"Nilson, Marcus",Sweden,521,67,101,168,5,820,11,0.08170731707317070,0.009596928982725530,0
1258,"Nilsson, Kent",Sweden,553,264,422,686,-20,1374,28,0.19213973799126600,-0.03616636528028930,0
1260,"Nilsson, Ulf",Sweden,170,57,112,169,28,257,10,0.22178988326848200,0.16470588235294100,0
1269,"Nylander, Michael",Sweden,920,209,470,679,75,1671,33,0.12507480550568500,0.08152173913043480,0
1270,"Nystrom, Bob",Sweden,900,235,278,513,113,1825,38,0.12876712328767100,0.12555555555555600,0
1290,"Olvestad, Jimmie",Sweden,111,3,14,17,1,129,0,0.023255813953488400,0.009009009009009010,0
1309,"Paajarvi, Magnus",Sweden,121,17,25,42,-20,259,0,0.06563706563706560,-0.1652892561983470,0
1312,"Pahlsson, Samuel",Sweden,798,68,131,199,-70,1023,14,0.06647116324535680,-0.08771929824561400,0
1375,"Pettersson, Jorgen",Sweden,435,174,192,366,-14,1093,24,0.15919487648673400,-0.03218390804597700,0
1456,"Renberg, Mikael",Sweden,661,190,274,464,54,1591,21,0.11942174732872400,0.08169440242057490,0
1526,"Samuelsson, Mikael",Sweden,669,148,194,342,57,1755,18,0.08433048433048430,0.08520179372197310,0
1554,"Sedin, Daniel",Sweden,859,279,439,718,160,2223,60,0.12550607287449400,0.18626309662398100,0
1555,"Sedin, Henrik",Sweden,892,171,576,747,181,1323,32,0.1292517006802720,0.20291479820627800,0
1599,"Sjostrom, Fredrik",Sweden,489,46,58,104,-37,638,5,0.07210031347962380,-0.07566462167689160,0
1639,"Stalberg, Viktor",Sweden,196,43,38,81,-5,467,9,0.09207708779443260,-0.025510204081632700,0
1653,"Steen, Thomas",Sweden,950,264,553,817,-70,2034,28,0.12979351032448400,-0.07368421052631580,0
1687,"Sundin, Mats",Sweden,1346,564,785,1349,73,4015,96,0.14047322540473200,0.05423476968796430,1
1688,"Sundstrom, Niklas",Sweden,750,117,232,349,45,882,17,0.1326530612244900,0.06,0
1689,"Sundstrom, Patrik",Sweden,679,219,369,588,-24,1390,19,0.15755395683453200,-0.035346097201767300,0
1690,"Sundstrom, Peter",Sweden,338,61,83,144,-22,517,8,0.11798839458413900,-0.0650887573964497,0
1701,"Svartvadet, Per",Sweden,247,17,34,51,-37,261,1,0.06513409961685820,-0.14979757085020200,0
1731,"Tedenby, Mattias",Sweden,101,9,19,28,-12,133,2,0.06766917293233080,-0.1188118811881190,0
1750,"Tjarnqvist, Mathias",Sweden,173,13,19,32,-8,181,1,0.0718232044198895,-0.046242774566474000,0
1822,"Wandell, Tom",Sweden,211,19,23,42,-9,305,4,0.06229508196721310,-0.04265402843601900,0
1835,"Weinhandl, Mattias",Sweden,182,19,37,56,1,175,2,0.10857142857142900,0.005494505494505500,0
1844,"Westlund, Tommy",Sweden,203,9,13,22,-27,143,1,0.06293706293706290,-0.1330049261083740,0
1905,"Zetterberg, Henrik",Sweden,668,252,372,624,144,2315,50,0.10885529157667400,0.2155688622754490,0
140,"Bondra, Peter",Ukraine,1081,503,389,892,74,3531,78,0.1424525630133110,0.06845513413506010,0
493,"Fedotenko, Ruslan",Ukraine,816,169,184,353,17,1398,32,0.12088698140200300,0.020833333333333300,0
835,"Khristich, Dmitri",Ukraine,811,259,337,596,104,1516,32,0.170844327176781,0.1282367447595560,0
1402,"Ponikarovsky, Alexei",Ukraine,636,135,179,314,48,1276,15,0.10579937304075200,0.07547169811320750,0
1909,"Zherdev, Nikolai",Ukraine,421,115,146,261,-41,1103,10,0.1042611060743430,-0.09738717339667460,0
1,"Abdelkader, Justin",USA,209,18,29,47,8,337,2,0.05341246290801190,0.03827751196172250,0
6,"Adams, Kevyn",USA,540,59,77,136,-38,876,8,0.06735159817351600,-0.07037037037037040,0
9,"Ahern, Fred",USA,146,31,30,61,-47,246,6,0.12601626016260200,-0.3219178082191780,0
17,"Amonte, Tony",USA,1174,416,484,900,96,3260,58,0.1276073619631900,0.0817717206132879,0
18,"Anderson, Earl",USA,109,19,19,38,-4,155,5,0.12258064516129000,-0.03669724770642200,0
31,"Antonovich, Mike",USA,87,10,15,25,-27,120,0,0.08333333333333330,-0.3103448275862070,0
41,"Arnason, Tyler",USA,487,88,157,245,-33,1120,14,0.07857142857142860,-0.06776180698151950,0
53,"Aucoin, Keith",USA,102,11,26,37,7,114,1,0.09649122807017540,0.06862745098039220,0
58,"Backes, David",USA,446,126,146,272,35,1034,14,0.1218568665377180,0.07847533632287000,0
75,"Bates, Shawn",USA,465,72,126,198,-28,702,11,0.10256410256410300,-0.060215053763440900,0
77,"Battaglia, Bates",USA,580,80,118,198,-34,752,12,0.10638297872340400,-0.05862068965517240,0
94,"Bennett, Harvey",USA,268,44,46,90,-92,282,4,0.15602836879432600,-0.34328358208955200,0
108,"Bergland, Tim",USA,182,17,26,43,-22,188,0,0.09042553191489360,-0.12087912087912100,0
120,"Bjugstad, Scott",USA,317,76,68,144,-37,555,13,0.13693693693693700,-0.1167192429022080,0
124,"Blake, Jason",USA,871,213,273,486,-23,2646,31,0.08049886621315190,-0.02640642939150400,0
129,"Bochenski, Brandon",USA,156,28,40,68,1,264,2,0.10606060606060600,0.00641025641025641,0
132,"Boguniecki, Eric",USA,178,34,42,76,14,223,7,0.15246636771300400,0.07865168539325840,0
136,"Bolduc, Danny",USA,102,22,19,41,-22,137,4,0.16058394160583900,-0.21568627450980400,0
138,"Boll, Jared",USA,345,22,24,46,-28,293,5,0.07508532423208190,-0.08115942028985510,0
141,"Bonino, Nick",USA,85,6,14,20,-2,100,0,0.06,-0.023529411764705900,0
145,"Booth, David",USA,365,103,93,196,-16,1094,17,0.09414990859232180,-0.043835616438356200,0
155,"Boucha, Henry",USA,247,53,49,102,-52,460,6,0.11521739130434800,-0.21052631578947400,0
160,"Boulerice, Jesse",USA,172,8,2,10,-17,65,0,0.12307692307692300,-0.09883720930232560,0
163,"Bourque, Phil",USA,425,82,95,177,-61,574,11,0.14285714285714300,-0.14352941176470600,0
172,"Boyle, Brian",USA,271,44,33,77,-7,511,6,0.08610567514677100,-0.025830258302583000,0
182,"Brashear, Donald",USA,1025,85,120,205,-93,1015,13,0.08374384236453200,-0.09073170731707320,0
185,"Brickley, Andy",USA,385,82,140,222,-21,484,11,0.16942148760330600,-0.05454545454545450,0
190,"Brooke, Bob",USA,447,69,97,166,-40,732,7,0.0942622950819672,-0.0894854586129754,0
191,"Broten, Aaron",USA,748,186,329,515,-69,1422,25,0.1308016877637130,-0.09224598930481280,0
192,"Broten, Neal",USA,1099,289,634,923,18,2316,34,0.12478411053540600,0.01637852593266610,0
193,"Broten, Paul",USA,322,46,55,101,21,384,4,0.11979166666666700,0.06521739130434780,0
197,"Brown, Doug",USA,854,160,214,374,112,1534,21,0.10430247718383300,0.13114754098360700,0
198,"Brown, Dustin",USA,595,163,196,359,-30,1595,24,0.10219435736677100,-0.05042016806722690,0
199,"Brown, Mike",USA,242,14,10,24,-15,250,4,0.056,-0.06198347107438020,0
201,"Brubaker, Jeff",USA,178,16,9,25,-24,96,1,0.16666666666666700,-0.1348314606741570,0
216,"Burish, Adam",USA,297,25,29,54,-4,344,5,0.07267441860465120,-0.013468013468013500,0
219,"Burns, Charlie",USA,417,49,117,166,-25,552,5,0.08876811594202900,-0.05995203836930460,0
224,"Butler, Bobby",USA,94,16,21,37,-9,161,7,0.09937888198757760,-0.09574468085106380,0
230,"Bylsma, Dan",USA,429,19,43,62,-20,346,2,0.05491329479768790,-0.046620046620046600,0
234,"Callahan, Ryan",USA,360,105,93,198,-8,987,20,0.10638297872340400,-0.022222222222222200,0
241,"Campbell, Jim",USA,285,61,75,136,-11,542,13,0.11254612546125500,-0.03859649122807020,0
242,"Capuano, Dave",USA,104,17,38,55,-15,118,2,0.1440677966101700,-0.14423076923076900,0
247,"Carlson, Jack",USA,236,30,15,45,-2,160,2,0.1875,-0.00847457627118644,0
249,"Carpenter, Bob",USA,1178,320,408,728,-81,2646,40,0.12093726379440700,-0.06876061120543290,0
253,"Carson, Jimmy",USA,626,275,286,561,-20,1567,31,0.17549457562220800,-0.03194888178913740,0
257,"Carter, John",USA,244,40,50,90,-18,436,3,0.09174311926605510,-0.07377049180327870,0
258,"Carter, Ryan",USA,254,18,25,43,-13,247,3,0.0728744939271255,-0.051181102362204700,0
261,"Caufield, Jay",USA,194,3,7,10,-13,43,1,0.06976744186046510,-0.06701030927835050,0
274,"Chorske, Tom",USA,596,115,122,237,-2,921,14,0.1248642779587410,-0.003355704697986580,0
275,"Chouinard, Eric",USA,90,11,11,22,-8,116,1,0.09482758620689660,-0.08888888888888890,0
278,"Christian, Dave",USA,1009,340,433,773,-65,2167,35,0.15689893862482700,-0.06442021803766110,0
280,"Christoff, Steve",USA,248,77,64,141,-19,470,7,0.16382978723404300,-0.07661290322580650,0
291,"Clark, Chris",USA,607,103,111,214,-48,1023,12,0.10068426197458500,-0.07907742998352550,0
301,"Clymer, Ben",USA,289,38,57,95,-14,499,6,0.07615230460921840,-0.04844290657439450,0
303,"Cole, Danton",USA,318,58,60,118,-26,507,6,0.11439842209073000,-0.08176100628930820,0
304,"Cole, Erik",USA,702,219,232,451,14,1703,41,0.1285965942454490,0.019943019943019900,0
311,"Condra, Erik",USA,107,14,22,36,10,188,3,0.07446808510638300,0.09345794392523360,0
312,"Conner, Chris",USA,147,17,26,43,-2,191,5,0.08900523560209420,-0.013605442176870700,0
315,"Connolly, Tim",USA,697,131,300,431,-55,1369,28,0.09569028487947410,-0.07890961262553800,0
317,"Conroy, Craig",USA,1009,182,360,542,98,1512,26,0.12037037037037000,0.09712586719524280,0
320,"Corkum, Bob",USA,720,97,103,200,-73,1065,9,0.09107981220657280,-0.10138888888888900,0
332,"Coxe, Craig",USA,235,14,31,45,-27,146,2,0.0958904109589041,-0.1148936170212770,0
